评价ID,品牌,分类,用户评分,评价内容长度,是否有图,购买渠道,评价日期,是否追评,有用数
RV-101898,美的,智能手机,2,140,否,抖音,2025-11-28,是,9
RV-101899,戴尔,电视,5,47,是,天猫,2025-10-24,否,3
RV-101900,小米,笔记本电脑,4,176,否,苏宁,2026-06-05,否,0
RV-101901,惠普,智能手机,4,61,是,京东,2026-01-25,否,0
RV-101902,华硕,电视,3,194,否,官网,2025-12-10,否,5
RV-101903,苹果,智能手机,3,21,是,苏宁,2025-10-28,否,0
RV-101904,华硕,智能穿戴,5,110,是,天猫,2025-09-06,否,4
RV-101905,联想,智能手机,4,26,是,京东,2025-12-24,否,3
RV-101906,苹果,笔记本电脑,3,48,是,天猫,2026-03-31,否,0
RV-101907,三星,智能家居,5,40,否,拼多多,2026-01-29,否,0
RV-101908,格力,平板电脑,5,10,否,京东,2025-11-13,否,0
RV-101909,三星,平板电脑,4,103,是,苏宁,2026-03-18,否,3
RV-101910,三星,投影仪,5,35,是,京东,2025-11-21,否,1
RV-101911,美的,智能穿戴,5,71,是,拼多多,2025-09-15,否,1
RV-101912,华为,平板电脑,2,161,是,天猫,2025-11-19,是,3
RV-101913,海尔,智能穿戴,3,61,是,官网,2025-11-13,否,1
RV-101914,飞利浦,智能家居,4,109,是,抖音,2025-09-10,否,3
RV-101915,松下,平板电脑,5,52,是,抖音,2026-04-12,否,3
RV-101916,惠普,投影仪,3,81,是,抖音,2026-03-12,否,3
RV-101917,三星,笔记本电脑,3,87,是,京东,2025-12-11,否,2
RV-101918,联想,耳机,4,10,是,官网,2025-12-14,否,3
RV-101919,美的,笔记本电脑,4,83,否,天猫,2025-10-27,否,0
RV-101920,美的,电视,4,164,否,天猫,2025-10-05,否,3
RV-101921,小米,平板电脑,5,58,是,苏宁,2026-05-25,否,1
RV-101922,海尔,投影仪,5,120,是,抖音,2026-06-01,否,4
RV-101923,海尔,平板电脑,5,20,是,抖音,2025-11-17,否,3
RV-101924,华为,智能穿戴,5,70,是,京东,2026-05-05,否,1
RV-101925,松下,投影仪,3,11,否,官网,2026-03-13,否,0
RV-101926,松下,电视,1,128,否,抖音,2026-02-06,否,1
RV-101927,联想,笔记本电脑,4,78,是,官网,2026-06-20,否,3
RV-101928,海尔,智能家居,5,10,否,天猫,2025-11-06,否,0
RV-101929,惠普,平板电脑,5,35,是,京东,2025-08-28,否,0
RV-101930,格力,智能家居,4,121,是,天猫,2026-04-21,否,6
RV-101931,联想,耳机,4,136,否,官网,2026-01-27,否,4
RV-101932,惠普,智能手机,5,51,是,官网,2026-06-23,否,2
RV-101933,美的,投影仪,3,126,是,京东,2025-09-20,否,5
RV-101934,华为,笔记本电脑,5,47,否,拼多多,2026-02-21,否,0
RV-101935,苹果,电视,4,10,是,天猫,2025-08-16,是,3
RV-101936,海尔,平板电脑,4,103,否,抖音,2026-03-31,否,1
RV-101937,美的,笔记本电脑,5,10,是,拼多多,2025-10-09,是,3
RV-101938,格力,智能家居,5,80,否,天猫,2025-09-10,否,0
RV-101939,松下,耳机,5,43,是,抖音,2026-03-16,否,0
RV-101940,小米,电视,5,10,是,抖音,2026-06-30,否,2
RV-101941,联想,智能家居,3,95,是,拼多多,2026-03-31,否,0
RV-101942,海尔,笔记本电脑,2,224,否,苏宁,2025-09-05,否,3
RV-101943,苹果,智能手机,5,92,否,拼多多,2026-03-10,否,0
RV-101944,飞利浦,智能手机,5,85,是,拼多多,2026-01-22,否,0
RV-101945,三星,笔记本电脑,5,71,是,苏宁,2025-12-06,否,1
RV-101946,格力,笔记本电脑,5,171,是,官网,2025-07-17,否,3
RV-101947,飞利浦,笔记本电脑,5,85,是,苏宁,2025-11-17,是,3
RV-101948,OPPO,笔记本电脑,4,10,是,拼多多,2026-07-05,否,3
RV-101949,联想,平板电脑,5,10,是,天猫,2025-12-15,否,2
RV-101950,美的,平板电脑,2,148,否,抖音,2025-09-13,否,2
RV-101951,戴尔,智能家居,4,28,是,官网,2025-10-29,否,1
RV-101952,联想,投影仪,1,115,否,官网,2026-01-27,是,5
RV-101953,松下,智能穿戴,5,10,是,官网,2026-05-27,否,0
RV-101954,戴尔,投影仪,5,78,否,官网,2025-12-30,是,2
RV-101955,三星,耳机,5,57,是,拼多多,2026-01-23,否,0
RV-101956,小米,耳机,5,70,是,拼多多,2026-02-13,是,1
RV-101957,索尼,电视,5,117,是,天猫,2025-07-20,否,4
RV-101958,戴尔,智能家居,2,126,否,天猫,2026-07-05,否,5
RV-101959,联想,平板电脑,2,189,是,官网,2026-04-11,否,1
RV-101960,惠普,笔记本电脑,3,118,是,京东,2025-08-23,是,7
RV-101961,华为,电视,3,136,否,苏宁,2026-02-24,否,3
RV-101962,苹果,耳机,3,138,是,天猫,2026-04-09,是,7
RV-101963,美的,投影仪,4,128,是,天猫,2025-11-03,否,4
RV-101964,戴尔,平板电脑,2,96,否,官网,2025-07-31,否,0
RV-101965,华硕,电视,2,99,否,京东,2025-12-20,否,0
RV-101966,惠普,平板电脑,3,134,否,苏宁,2026-03-29,否,1
RV-101967,飞利浦,耳机,2,189,否,天猫,2026-01-23,否,0
RV-101968,苹果,平板电脑,4,74,是,拼多多,2025-12-02,否,0
RV-101969,海尔,笔记本电脑,4,10,是,拼多多,2026-04-14,否,1
RV-101970,海尔,投影仪,3,136,是,苏宁,2026-02-22,否,6
RV-101971,小米,智能家居,3,89,是,天猫,2026-03-18,否,3
RV-101972,飞利浦,电视,5,47,否,抖音,2025-10-26,否,0
RV-101973,格力,笔记本电脑,5,88,是,天猫,2026-07-07,否,3
RV-101974,OPPO,平板电脑,4,46,是,天猫,2026-05-12,否,3
RV-101975,华硕,投影仪,5,10,否,天猫,2025-10-16,否,0
RV-101976,苹果,平板电脑,5,81,是,天猫,2025-10-01,否,0
RV-101977,苹果,智能手机,2,175,是,抖音,2025-10-16,否,7
RV-101978,惠普,智能家居,5,36,是,天猫,2026-04-05,否,2
RV-101979,海尔,电视,2,93,否,天猫,2026-06-18,否,0
RV-101980,华为,智能穿戴,1,226,是,苏宁,2026-05-13,否,6
RV-101981,小米,投影仪,3,142,是,天猫,2026-06-27,否,5
RV-101982,海尔,平板电脑,3,103,否,苏宁,2026-03-29,否,2
RV-101983,索尼,耳机,5,58,否,苏宁,2025-09-16,否,0
RV-101984,华硕,笔记本电脑,5,77,是,京东,2026-04-22,是,1
RV-101985,三星,平板电脑,5,44,是,苏宁,2025-12-11,否,3
RV-101986,飞利浦,平板电脑,5,70,是,天猫,2026-05-16,否,3
RV-101987,美的,平板电脑,5,63,是,官网,2025-08-04,是,3
RV-101988,美的,智能家居,2,138,是,苏宁,2025-11-30,否,5
RV-101989,联想,耳机,4,66,是,京东,2025-10-15,否,2
RV-101990,苹果,智能穿戴,5,10,是,抖音,2026-07-04,是,3
RV-101991,海尔,投影仪,1,152,是,官网,2026-03-31,是,5
RV-101992,松下,投影仪,1,193,是,官网,2026-03-21,否,5
RV-101993,海尔,投影仪,5,10,是,天猫,2026-05-20,否,0
RV-101994,华硕,笔记本电脑,5,10,是,天猫,2026-02-01,否,3
RV-101995,三星,智能手机,5,30,是,天猫,2026-06-25,否,1
RV-101996,华硕,智能手机,4,87,是,抖音,2026-04-14,否,0
RV-101997,OPPO,智能手机,4,138,否,苏宁,2026-06-27,是,7
RV-101998,三星,平板电脑,5,87,是,官网,2026-04-18,否,2
RV-101999,海尔,智能手机,5,23,是,京东,2026-06-08,否,1
RV-102000,华为,投影仪,2,201,是,抖音,2026-02-01,否,5
RV-102001,小米,投影仪,4,43,是,苏宁,2026-02-13,否,2
RV-102002,松下,平板电脑,2,199,是,京东,2026-07-07,否,6
RV-102003,华为,智能手机,3,179,否,京东,2026-03-24,否,0
RV-102004,飞利浦,电视,4,81,是,抖音,2025-12-04,否,1
RV-102005,华为,智能手机,4,58,否,京东,2025-11-21,否,0
RV-102006,苹果,智能手机,2,159,是,苏宁,2025-12-11,否,4
RV-102007,小米,耳机,5,57,是,拼多多,2026-02-11,否,0
RV-102008,惠普,智能穿戴,4,104,是,拼多多,2026-04-06,否,3
RV-102009,惠普,投影仪,4,101,否,天猫,2026-06-23,否,3
RV-102010,小米,智能手机,5,61,否,苏宁,2026-04-19,否,0
RV-102011,美的,智能穿戴,3,42,否,京东,2026-04-23,否,0
RV-102012,联想,笔记本电脑,4,67,否,苏宁,2026-02-22,否,0
RV-102013,戴尔,电视,5,51,否,京东,2026-06-26,否,0
RV-102014,飞利浦,笔记本电脑,5,77,是,拼多多,2025-08-07,否,0
RV-102015,OPPO,耳机,4,106,否,官网,2025-07-15,是,9
RV-102016,海尔,智能穿戴,4,68,是,拼多多,2026-06-17,否,1
RV-102017,OPPO,智能手机,3,67,是,抖音,2025-12-18,否,3
RV-102018,惠普,智能家居,4,15,是,抖音,2025-12-25,否,3
RV-102019,惠普,智能穿戴,5,10,否,天猫,2026-04-23,否,0
RV-102020,华硕,智能穿戴,1,171,否,天猫,2025-11-27,否,2
RV-102021,三星,智能穿戴,4,174,否,京东,2026-07-01,否,3
RV-102022,格力,智能穿戴,5,43,是,抖音,2026-06-12,否,3
RV-102023,华硕,平板电脑,5,40,是,官网,2025-08-20,否,0
RV-102024,海尔,智能穿戴,5,134,否,官网,2025-12-31,否,1
RV-102025,格力,智能家居,2,108,否,抖音,2025-10-06,是,3
RV-102026,海尔,智能穿戴,2,218,否,拼多多,2026-02-25,否,3
RV-102027,惠普,平板电脑,5,10,是,抖音,2025-10-14,否,2
RV-102028,格力,耳机,4,72,是,京东,2026-06-07,否,1
RV-102029,索尼,智能手机,4,82,是,苏宁,2026-04-03,否,1
RV-102030,OPPO,笔记本电脑,5,10,是,抖音,2025-07-28,否,3
RV-102031,索尼,平板电脑,4,10,是,官网,2025-11-13,否,1
RV-102032,飞利浦,电视,4,10,否,京东,2026-02-22,否,0
RV-102033,OPPO,投影仪,5,60,是,苏宁,2025-09-14,否,0
RV-102034,小米,投影仪,4,80,是,官网,2026-01-19,否,1
RV-102035,戴尔,投影仪,5,107,否,官网,2025-07-30,否,5
RV-102036,戴尔,平板电脑,5,10,是,抖音,2025-12-24,否,3
RV-102037,三星,智能穿戴,2,173,是,京东,2026-04-22,否,6
RV-102038,华硕,智能手机,5,112,是,苏宁,2025-08-20,否,5
RV-102039,索尼,平板电脑,5,148,否,抖音,2026-02-22,否,1
RV-102040,戴尔,耳机,4,76,否,抖音,2025-11-23,是,4
RV-102041,OPPO,笔记本电脑,4,137,是,抖音,2026-05-12,是,3
RV-102042,美的,耳机,5,121,是,天猫,2026-05-14,否,4
RV-102043,三星,智能家居,3,10,否,京东,2026-03-03,否,0
RV-102044,美的,智能穿戴,5,64,是,拼多多,2026-01-05,否,1
RV-102045,飞利浦,智能穿戴,4,10,是,官网,2026-01-27,否,3
RV-102046,华为,耳机,4,10,是,官网,2025-11-03,否,3
RV-102047,小米,平板电脑,3,158,是,抖音,2025-10-02,否,4
RV-102048,美的,智能手机,2,156,是,京东,2025-10-17,否,5
RV-102049,飞利浦,耳机,3,121,否,拼多多,2025-12-28,否,5
RV-102050,惠普,电视,4,80,是,抖音,2025-07-17,否,3
RV-102051,惠普,智能家居,5,185,是,拼多多,2026-01-22,否,5
RV-102052,OPPO,智能穿戴,1,189,否,官网,2026-06-09,是,5
RV-102053,飞利浦,智能家居,1,188,是,京东,2026-01-10,否,5
RV-102054,小米,智能家居,5,80,是,拼多多,2025-12-05,是,4
RV-102055,三星,电视,1,116,否,拼多多,2026-01-22,是,6
RV-102056,OPPO,智能手机,5,13,是,抖音,2025-10-10,是,3
RV-102057,索尼,平板电脑,5,10,否,拼多多,2025-07-24,否,0
RV-102058,飞利浦,电视,4,52,是,苏宁,2026-01-28,否,2
RV-102059,松下,投影仪,4,91,是,苏宁,2025-09-19,否,0
RV-102060,飞利浦,智能穿戴,3,41,否,天猫,2026-05-03,是,3
RV-102061,松下,投影仪,5,47,是,天猫,2025-08-18,否,1
RV-102062,飞利浦,电视,5,10,是,京东,2026-03-13,否,2
RV-102063,华为,电视,5,10,是,苏宁,2026-04-07,否,2
RV-102064,戴尔,智能家居,4,85,是,京东,2026-06-24,否,3
RV-102065,小米,平板电脑,5,10,否,抖音,2026-03-02,是,4
RV-102066,飞利浦,电视,1,146,是,官网,2025-11-04,否,7
RV-102067,华硕,平板电脑,5,44,是,京东,2025-11-23,否,2
RV-102068,美的,智能穿戴,4,77,否,京东,2025-12-03,否,0
RV-102069,苹果,笔记本电脑,2,169,是,天猫,2026-01-14,否,4
RV-102070,戴尔,投影仪,4,25,否,官网,2026-01-10,否,0
RV-102071,苹果,投影仪,1,158,否,抖音,2025-07-30,是,1
RV-102072,格力,耳机,4,81,否,京东,2026-06-14,否,0
RV-102073,海尔,电视,5,10,是,官网,2026-01-16,否,3
RV-102074,苹果,耳机,3,150,是,官网,2025-08-28,是,9
RV-102075,格力,智能家居,4,189,是,苏宁,2025-11-26,否,3
RV-102076,飞利浦,耳机,5,47,是,抖音,2026-04-01,否,0
RV-102077,惠普,电视,4,22,否,官网,2026-01-08,否,0
RV-102078,华为,智能手机,3,201,是,官网,2025-07-08,否,4
RV-102079,三星,智能手机,5,28,否,官网,2026-01-23,否,0
RV-102080,惠普,平板电脑,5,55,否,官网,2026-06-20,否,0
RV-102081,飞利浦,笔记本电脑,4,122,否,拼多多,2025-10-23,否,3
RV-102082,惠普,笔记本电脑,3,107,是,京东,2025-12-02,是,6
RV-102083,松下,耳机,3,221,否,抖音,2025-09-03,否,3
RV-102084,三星,智能家居,3,77,是,抖音,2025-08-13,是,3
RV-102085,小米,平板电脑,4,10,否,抖音,2026-02-28,否,0
RV-102086,格力,电视,3,58,是,抖音,2025-07-20,否,1
RV-102087,华为,智能穿戴,1,138,是,拼多多,2026-05-16,否,4
RV-102088,松下,智能家居,4,116,是,拼多多,2025-07-10,否,7
RV-102089,苹果,智能穿戴,5,10,是,苏宁,2025-09-08,否,1
RV-102090,苹果,耳机,5,104,是,苏宁,2026-06-23,否,7
RV-102091,美的,平板电脑,2,186,否,京东,2025-10-18,否,4
RV-102092,格力,耳机,5,85,是,京东,2026-06-30,否,0
RV-102093,格力,电视,4,83,是,抖音,2025-08-19,是,4
RV-102094,海尔,智能家居,3,123,是,京东,2026-02-11,否,3
RV-102095,美的,耳机,2,110,是,抖音,2025-09-10,否,1
RV-102096,飞利浦,智能手机,3,116,是,拼多多,2026-01-28,否,2
RV-102097,戴尔,投影仪,3,47,否,苏宁,2026-06-30,是,1
RV-102098,松下,电视,2,131,是,京东,2025-11-26,否,8
RV-102099,联想,智能手机,2,183,是,拼多多,2025-12-04,否,8
RV-102100,小米,笔记本电脑,5,43,是,天猫,2025-07-13,否,0
RV-102101,索尼,智能手机,3,130,是,京东,2025-11-10,是,10
RV-102102,惠普,智能手机,5,20,是,抖音,2025-12-27,否,1
RV-102103,格力,电视,5,66,是,苏宁,2025-10-05,否,1
RV-102104,惠普,笔记本电脑,4,11,否,京东,2026-01-03,否,0
RV-102105,联想,电视,5,56,是,官网,2026-06-27,是,6
RV-102106,OPPO,耳机,5,112,否,官网,2025-11-18,否,2
RV-102107,惠普,平板电脑,5,10,是,天猫,2026-01-01,是,4
RV-102108,小米,智能家居,5,92,是,京东,2025-07-12,否,2
RV-102109,海尔,平板电脑,4,118,是,官网,2025-10-04,否,0
RV-102110,飞利浦,平板电脑,5,99,是,天猫,2026-04-16,否,1
RV-102111,OPPO,智能家居,5,30,是,拼多多,2026-01-02,否,2
RV-102112,美的,平板电脑,5,10,是,苏宁,2026-01-26,否,0
RV-102113,飞利浦,平板电脑,5,117,是,官网,2026-07-08,否,5
RV-102114,OPPO,智能手机,2,154,是,京东,2026-02-18,否,5
RV-102115,华硕,平板电脑,5,126,是,天猫,2025-10-24,否,4
RV-102116,美的,投影仪,2,193,否,天猫,2025-10-17,否,5
RV-102117,苹果,智能穿戴,3,130,是,拼多多,2025-10-04,是,6
RV-102118,华为,智能家居,5,10,是,京东,2026-05-23,否,0
RV-102119,OPPO,投影仪,1,105,否,京东,2025-08-06,否,0
RV-102120,联想,平板电脑,4,10,否,抖音,2026-06-11,是,3
RV-102121,苹果,耳机,5,142,是,京东,2025-07-25,否,6
RV-102122,华为,智能家居,5,100,是,官网,2025-09-24,否,2
RV-102123,联想,智能穿戴,5,80,是,抖音,2025-12-09,否,3
RV-102124,惠普,耳机,2,134,是,官网,2025-08-23,是,3
RV-102125,惠普,平板电脑,1,295,是,官网,2026-03-21,否,4
RV-102126,飞利浦,笔记本电脑,5,61,是,官网,2026-03-17,否,3
RV-102127,苹果,笔记本电脑,4,10,是,拼多多,2025-11-26,否,2
RV-102128,惠普,耳机,5,142,否,京东,2025-11-28,否,4
RV-102129,格力,电视,4,116,是,抖音,2026-02-05,否,7
RV-102130,惠普,耳机,4,95,否,拼多多,2025-08-20,否,0
RV-102131,戴尔,平板电脑,4,191,是,拼多多,2025-12-19,是,5
RV-102132,华硕,投影仪,5,58,是,京东,2025-09-07,否,0
RV-102133,惠普,投影仪,2,170,是,抖音,2025-08-01,是,7
RV-102134,小米,耳机,5,71,是,官网,2025-09-04,否,0
RV-102135,华为,平板电脑,5,10,是,官网,2026-06-11,否,3
RV-102136,格力,平板电脑,5,24,是,京东,2025-07-16,否,2
RV-102137,海尔,平板电脑,1,196,否,拼多多,2025-11-26,否,1
RV-102138,飞利浦,投影仪,2,60,是,京东,2026-01-26,是,0
RV-102139,联想,耳机,2,185,否,官网,2025-08-07,否,2
RV-102140,海尔,智能穿戴,4,66,否,京东,2025-10-29,否,0
RV-102141,飞利浦,智能家居,3,115,否,拼多多,2026-06-13,否,4
RV-102142,格力,投影仪,4,87,否,拼多多,2025-12-19,否,0
RV-102143,海尔,耳机,1,156,否,京东,2026-05-09,是,9
RV-102144,索尼,投影仪,5,115,是,抖音,2026-06-02,否,2
RV-102145,索尼,笔记本电脑,1,189,否,天猫,2025-08-27,否,4
RV-102146,惠普,投影仪,5,32,是,苏宁,2026-01-04,否,0
RV-102147,小米,智能手机,5,10,否,京东,2025-09-16,否,0
RV-102148,海尔,智能手机,5,57,是,苏宁,2025-11-26,否,3
RV-102149,索尼,智能手机,3,94,否,拼多多,2025-10-25,否,0
RV-102150,格力,平板电脑,3,72,否,官网,2025-09-14,否,0
RV-102151,联想,耳机,5,32,是,拼多多,2026-01-18,否,1
RV-102152,华为,耳机,5,10,是,苏宁,2026-05-03,是,4
RV-102153,苹果,智能穿戴,5,56,是,天猫,2025-08-21,否,0
RV-102154,海尔,平板电脑,5,57,是,京东,2025-09-19,否,0
RV-102155,海尔,电视,3,114,是,拼多多,2025-10-20,否,8
RV-102156,三星,智能手机,5,22,否,京东,2025-08-27,是,1
RV-102157,索尼,投影仪,1,192,否,抖音,2025-09-27,否,4
RV-102158,华硕,投影仪,2,84,否,天猫,2026-01-30,是,3
RV-102159,戴尔,智能手机,5,12,否,京东,2026-04-08,否,0
RV-102160,美的,平板电脑,4,74,是,抖音,2025-07-18,否,0
RV-102161,苹果,智能手机,2,282,是,抖音,2025-07-08,否,2
RV-102162,华为,平板电脑,5,10,是,拼多多,2026-06-04,否,1
RV-102163,美的,笔记本电脑,4,25,否,拼多多,2025-07-22,否,0
RV-102164,OPPO,笔记本电脑,4,91,否,抖音,2025-09-30,否,0
RV-102165,小米,投影仪,4,126,是,抖音,2025-12-25,否,1
RV-102166,惠普,智能手机,3,159,否,天猫,2025-09-02,否,5
RV-102167,小米,电视,4,51,是,抖音,2026-04-11,否,3
RV-102168,索尼,投影仪,1,219,是,京东,2026-07-08,是,5
RV-102169,苹果,耳机,4,114,是,天猫,2025-08-03,否,2
RV-102170,华为,智能穿戴,5,10,是,苏宁,2026-06-05,否,0
RV-102171,联想,耳机,3,43,否,天猫,2026-07-02,否,0
RV-102172,华为,耳机,1,227,是,拼多多,2025-10-27,否,4
RV-102173,松下,平板电脑,4,158,是,抖音,2026-05-03,否,1
RV-102174,小米,电视,5,74,是,官网,2026-01-13,否,0
RV-102175,飞利浦,耳机,2,211,是,抖音,2025-08-30,否,3
RV-102176,三星,平板电脑,3,131,否,官网,2025-07-22,否,5
RV-102177,小米,智能家居,5,48,否,官网,2025-09-13,是,1
RV-102178,惠普,耳机,5,95,是,抖音,2026-06-04,否,2
RV-102179,戴尔,电视,5,10,是,苏宁,2026-05-09,否,1
RV-102180,华硕,智能手机,4,14,是,京东,2025-11-15,否,3
RV-102181,戴尔,耳机,3,180,否,拼多多,2026-01-04,是,7
RV-102182,华为,智能穿戴,4,75,否,苏宁,2025-11-30,否,0
RV-102183,三星,智能穿戴,4,92,是,京东,2026-01-13,否,3
RV-102184,索尼,电视,5,10,是,拼多多,2026-05-24,否,0
RV-102185,苹果,智能穿戴,5,85,是,抖音,2025-08-07,否,2
RV-102186,格力,投影仪,5,91,是,官网,2025-10-08,否,0
RV-102187,华硕,笔记本电脑,3,52,否,官网,2026-01-30,是,1
RV-102188,小米,电视,5,51,是,天猫,2025-11-15,否,2
RV-102189,美的,投影仪,4,106,是,京东,2026-03-27,否,3
RV-102190,飞利浦,耳机,5,21,是,官网,2025-12-29,否,0
RV-102191,索尼,投影仪,2,88,否,抖音,2025-07-20,否,0
RV-102192,海尔,智能穿戴,4,61,否,官网,2026-02-21,否,0
RV-102193,飞利浦,投影仪,2,62,是,拼多多,2025-11-09,是,6
RV-102194,戴尔,电视,2,157,否,天猫,2026-02-15,否,1
RV-102195,小米,平板电脑,5,45,是,拼多多,2025-09-18,否,0
RV-102196,美的,智能穿戴,4,57,否,抖音,2025-12-30,否,0
RV-102197,戴尔,电视,5,66,是,苏宁,2026-07-02,否,1
RV-102198,松下,智能穿戴,5,89,是,拼多多,2026-05-07,否,3
RV-102199,华为,智能穿戴,4,76,是,京东,2025-12-08,否,1
RV-102200,索尼,投影仪,2,90,是,京东,2026-03-15,否,3
RV-102201,美的,智能手机,5,65,是,拼多多,2025-10-10,否,3
RV-102202,美的,平板电脑,5,29,是,天猫,2026-01-27,否,2
RV-102203,三星,投影仪,3,103,否,抖音,2025-11-29,否,1
RV-102204,飞利浦,智能家居,5,43,否,天猫,2025-10-27,否,0
RV-102205,海尔,平板电脑,2,125,否,苏宁,2025-10-11,否,5
RV-102206,飞利浦,投影仪,2,88,否,苏宁,2025-11-30,是,4
RV-102207,海尔,投影仪,4,98,是,京东,2025-08-12,是,2
RV-102208,美的,投影仪,3,215,否,官网,2026-01-23,否,2
RV-102209,惠普,智能手机,5,94,否,天猫,2025-07-24,否,0
RV-102210,格力,平板电脑,5,68,是,抖音,2026-06-25,否,3
RV-102211,索尼,耳机,1,142,否,官网,2025-10-11,是,4
RV-102212,格力,笔记本电脑,4,115,是,苏宁,2025-10-16,是,5
RV-102213,苹果,智能手机,4,113,是,天猫,2026-01-13,否,4
RV-102214,格力,投影仪,1,151,是,天猫,2026-04-13,否,2
RV-102215,海尔,智能家居,5,20,是,拼多多,2026-07-08,否,1
RV-102216,联想,智能家居,4,88,否,天猫,2026-05-03,否,0
RV-102217,戴尔,电视,5,96,是,抖音,2026-06-13,是,3
RV-102218,华硕,智能手机,4,162,是,京东,2025-12-25,否,2
RV-102219,小米,智能手机,4,58,是,抖音,2025-07-26,是,5
RV-102220,海尔,平板电脑,3,129,否,抖音,2026-02-24,否,5
RV-102221,松下,智能穿戴,3,42,是,天猫,2026-05-02,否,2
RV-102222,三星,耳机,1,211,否,拼多多,2025-08-31,是,0
RV-102223,索尼,平板电脑,5,116,否,官网,2026-04-21,否,4
RV-102224,松下,平板电脑,5,10,否,拼多多,2025-08-26,否,0
RV-102225,三星,投影仪,4,144,否,天猫,2025-11-05,否,5
RV-102226,小米,笔记本电脑,4,56,是,苏宁,2026-07-05,否,1
RV-102227,海尔,投影仪,5,51,是,抖音,2025-08-08,否,0
RV-102228,联想,平板电脑,5,11,是,拼多多,2025-10-21,否,0
RV-102229,海尔,电视,5,83,否,苏宁,2026-01-02,否,0
RV-102230,小米,投影仪,3,82,否,官网,2025-08-22,是,1
RV-102231,小米,投影仪,5,108,否,官网,2025-09-22,否,0
RV-102232,联想,投影仪,4,147,是,拼多多,2025-09-09,否,5
RV-102233,华硕,智能家居,5,93,是,京东,2026-04-29,否,0
RV-102234,索尼,平板电脑,4,27,是,京东,2025-08-04,是,1
